Unnamed: 0,1_한성여객종점,2_노원평생학습관,3_서울시립북서울미술관,4_중계역,5_중계역2번출구,6_중계3단지목련아파트,7_목련아파트상가,8_중계목화아파트4단지,9_노원경찰서,10_하계1동주민센터,11_골마을근린공원,12_하계역,13_하계우성아파트,14_하계극동아파트,15_월계보건지소,16_인덕대학,17_월계주공108동앞롯데캐슬루나아파트,18_오현초등학교,19_꿈의숲주차장입구,20_북서울꿈의숲,21_송중동한일유엔아이,22_창문여고앞,23_숭곡초등학교입구,24_월곡뉴타운,25_길음뉴타운,26_미아리고개.미아리예술극장,27_돈암사거리.성신여대입구,28_삼선교.한성대학교,29_혜화동로터리.여운형활동터,30_명륜3가.성대입구,31_창경궁.서울대학교병원,32_원남동,33_광장시장,34_을지로4가,35_을지로3가,36_을지로2가.기업은행본점.서울노동청,37_롯데백화점,38_북창동.남대문시장,39_숭례문(가상),40_숭례문,41_서울역버스환승센터,42_갈월동,43_숙대입구역,44_삼각지역,45_KT용산지사,46_신용산역,47_한강대교북단.LG유플러스,48_이촌동동부센트레빌,49_이촌1동충신교회앞,50_이촌동한강맨션.이촌역,51_신용산초등학교,52_이촌동점보아파트,53_금강병원.반도아파트,54_서빙고신동아아파트,55_서빙고역1번출구,56_한강중학교,57_용산구청.크라운호텔,58_용산구청.크라운호텔,59_한강중학교,60_금호베스트빌앞,61_서빙고초등학교,62_서빙고역교차로,63_서빙고역1번출구,64_서빙고신동아아파트,65_이촌동현대아파트,66_이촌동강촌아파트,67_신용산초등학교,68_이촌동한가람아파트.이촌역,69_이촌동두산위브트레지움.한강대우아파트,70_한강대교북단.LG유플러스,71_신용산역,72_KT용산지사,73_삼각지역,74_숙대입구역,75_갈월동,76_서울역버스환승센터.강우규의거터,77_남대문시장앞.이회영활동터,78_롯데영프라자,79_을지로입구.로얄호텔,80_을지로2가.파인에빈뉴,81_을지로3가,82_을지로4가.베스트웨스턴국도,83_을지로5가.중부시장,84_을지로6가.국립중앙의료원,85_광희동,86_퇴계로6가,87_을지로5가.훈련원종합체육관,88_방산시장.훈련원종합체육관,89_종로5가,90_종로5가.효제초등학교,91_종로5가.효제동.김상옥의거터,92_방송통신대.이화장,93_혜화역.마로니에공원,94_혜화역.동성중고(장면총리가옥),95_삼선교.한성대학교.조소앙활동터,96_돈암사거리.성신여대입구,97_미아리고개.미아리예술극장,98_길음뉴타운,99_월곡뉴타운,100_숭곡초교입구,101_창문여고,102_동방고개,103_장위동그린빌아파트,104_북서울꿈의숲,105_장월초등학교,106_롯데캐슬루나아파트,107_인덕대앞,108_월계보건지소,109_하계시영아파트,110_하계장미아파트,111_하계미성아파트.을지병원,112_한성여객종점,113_대진고등학교,114_서울온천,115_노원경찰서.혜성여고,116_하계현대아파트,117_롯데마트,118_상명초등학교,119_중계건영2차아파트,120_중계역,121_하계한신청구아파트,122_한성여객종점
2022-03-30 16:00:00,1,2,2,5,3,6,9,10,13,11,39,40,39,35,29,35,36,37,37,39,37,31,30,26,21,18,14,9,8,10,13,13,13,13,11,9,9,10,9,12,12,17,25,16,28,31,31,27,26,26,35,39,13,36,26,4,9,10,11,2,10,9,8,16,19,23,21,19,22,20,15,13,10,8,6,8,11,11,11,15,16,15,9,7,4,16,11,19,20,22,11,23,29,31,33,33,40,42,42,44,39,40,35,36,35,34,41,37,17,13,15,13,12,8,6,6,4,7,4,0,0,0
2022-03-30 17:00:00,0,1,2,0,5,3,7,8,11,12,14,23,31,34,34,41,43,40,37,36,34,33,29,29,24,20,16,12,11,12,12,15,11,10,11,20,22,21,7,21,19,20,24,21,20,28,30,27,26,25,13,11,9,7,8,3,5,6,7,6,0,7,8,12,11,17,21,21,25,21,17,14,10,9,10,8,8,9,9,10,14,17,12,18,17,19,18,15,23,26,26,27,28,31,33,43,41,42,41,43,43,41,40,39,36,36,37,35,27,22,21,18,15,12,7,5,3,2,3,2,0,0
2022-03-30 18:00:00,1,0,2,2,3,2,6,10,17,18,17,22,38,38,37,36,37,34,33,31,31,27,23,22,19,16,10,8,7,15,19,37,24,23,22,16,20,18,18,20,25,29,29,28,27,29,26,23,21,15,12,9,8,6,6,9,7,7,3,0,4,2,7,9,13,13,12,21,21,25,20,16,14,10,12,11,9,11,17,20,19,23,23,16,25,29,30,28,26,27,29,31,30,34,35,48,44,51,57,54,50,49,45,35,30,27,29,26,21,17,27,24,15,12,8,6,4,3,1,1,0,0
2022-03-30 19:00:00,0,0,2,0,5,2,5,3,3,7,5,15,33,33,34,33,32,26,25,23,22,18,17,21,16,16,10,6,5,5,3,7,6,7,7,6,13,14,4,5,13,11,12,14,17,22,27,19,19,19,15,11,9,5,4,2,4,4,3,0,0,5,5,5,7,9,8,8,13,12,10,7,9,6,2,5,3,5,9,11,13,14,15,12,13,15,16,16,13,16,16,26,24,24,28,30,29,40,48,47,42,29,40,34,32,30,26,24,17,15,22,21,18,14,10,4,2,0,0,2,1,0
2022-03-30 20:00:00,0,0,2,3,4,2,5,6,8,11,11,23,30,29,28,20,18,16,12,11,16,15,15,19,18,12,10,9,6,7,2,8,7,7,5,5,11,10,0,11,9,11,11,7,6,12,11,14,10,11,7,7,7,6,2,1,2,3,1,0,2,1,1,3,4,6,7,8,8,12,7,6,5,3,4,2,3,6,7,9,9,11,8,10,11,11,10,11,17,18,13,18,25,31,28,30,31,34,35,38,39,37,36,38,33,29,26,21,16,15,16,15,14,9,6,2,2,0,0,1,0,0
2022-03-30 21:00:00,1,0,1,2,3,0,3,2,0,1,5,10,15,15,16,19,18,14,15,16,14,13,9,8,6,5,5,4,4,6,5,3,4,7,6,7,11,5,0,7,6,7,12,11,6,13,16,14,11,12,9,8,9,7,6,2,3,0,0,0,0,0,1,5,4,8,9,13,15,9,8,5,7,6,4,3,2,6,6,7,9,11,12,13,11,11,12,13,14,17,0,15,23,25,25,34,34,34,33,33,30,19,18,23,22,19,19,16,11,9,14,13,12,8,5,4,2,2,1,0,0,0
2022-03-30 22:00:00,0,0,2,0,4,4,9,8,9,10,14,16,20,19,18,18,18,12,7,7,10,9,9,6,6,5,7,7,2,5,0,4,6,1,9,10,4,8,10,11,12,11,11,10,10,14,17,18,16,11,10,5,4,3,5,1,4,1,5,0,0,4,2,4,1,5,4,9,9,6,6,2,3,4,2,3,3,6,7,10,13,13,5,9,16,16,9,18,18,20,0,21,24,26,34,32,31,38,40,40,37,35,34,29,24,23,23,21,16,15,18,17,13,8,6,3,1,1,0,0,0,0
2022-03-30 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,2,0,4,5,4,10,9,8,7,6,7,6,6,8,6,6,11,10,9,8,7,5,4,3,2,2,1,3,2,2,3,0,0,2,0,3,4,3,4,5,2,4,4,5,4,4,5,4,4,7,11,14,16,15,13,16,17,13,9,20,21,17,22,25,28,27,30,29,30,31,29,28,24,22,22,20,16,14,13,11,8,9,8,7,4,3,2,0,0,0,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,2,4,4,9,10,12,15,11,17,19,19,20,24,25,26,28,23,25,33,32,26,30,32,31,30,31,32,31,30,23,21,20,14,11,7,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,0,0,2,2,4,7,10,13,14,7,15,19,20,21,20,25,29,20,28,27,26,26,27,27,29,29,23,26,24,27,26,23,21,13,9,7,6,5,6,6,7,7,8,5,11,10,4,9,7,8,7,6,2,3,0,0,0,0,0,0,0,0,1,0,0,2,1,3,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 06:00:00,0,0,1,2,4,7,6,9,16,18,18,16,20,24,25,27,35,35,36,37,30,38,37,34,32,33,29,24,24,21,21,18,16,12,11,7,3,5,1,3,3,6,4,6,4,6,8,3,7,6,3,2,1,1,2,0,0,1,1,0,0,0,1,4,2,11,11,10,8,10,7,5,5,6,5,3,5,4,3,6,5,5,4,0,3,1,2,0,3,3,2,3,4,4,8,6,7,12,14,14,15,8,16,18,15,0,14,13,9,7,4,0,0,3,2,2,0,0,0,0,0,0
2022-03-31 07:00:00,2,0,7,8,12,8,19,23,30,32,36,34,48,35,39,42,42,51,54,55,53,51,51,49,48,44,44,43,43,37,36,30,22,22,16,9,6,3,0,2,6,5,8,13,12,12,16,14,7,12,11,10,6,4,6,9,6,2,8,9,0,7,6,13,14,15,14,17,22,28,28,29,35,32,29,27,25,24,11,18,15,10,9,7,5,3,2,4,3,4,3,6,5,6,8,13,19,29,34,36,24,31,31,34,40,51,57,56,50,36,38,31,23,16,6,5,4,3,0,0,0,0
2022-03-31 08:00:00,1,0,1,3,6,7,11,18,21,23,27,26,30,57,55,55,58,66,67,68,64,61,60,57,57,55,57,54,52,53,45,41,39,29,17,14,12,9,8,6,8,9,11,15,14,23,18,17,16,15,12,11,12,9,14,11,2,1,2,1,1,2,3,14,15,24,24,25,30,23,21,22,22,22,27,25,21,20,12,20,19,13,8,9,9,7,10,5,4,7,8,9,9,6,11,14,18,26,30,35,30,31,33,40,46,50,51,49,41,19,23,20,15,13,5,4,2,1,2,1,0,0
2022-03-31 09:00:00,0,0,1,1,3,3,6,7,11,10,13,17,30,32,36,34,41,51,51,54,51,52,52,48,45,40,34,32,27,25,26,25,19,14,9,5,5,5,4,3,5,4,4,6,0,6,8,5,6,5,4,4,5,3,6,5,2,3,0,0,3,0,6,6,10,15,14,15,21,20,19,16,16,15,17,16,15,10,10,11,9,6,4,0,6,6,6,0,2,7,7,0,8,8,11,15,20,25,28,32,36,36,38,38,48,51,37,34,26,16,12,6,7,4,2,1,0,1,0,1,0,0
2022-03-31 10:00:00,0,0,0,2,4,3,4,5,6,7,9,11,14,19,19,22,26,27,27,29,28,29,27,22,23,23,24,18,17,15,14,15,12,13,10,7,5,4,3,4,7,9,12,13,14,14,15,14,9,8,7,6,4,4,2,1,1,2,0,0,0,0,1,7,10,10,15,17,13,18,16,15,13,13,15,16,14,6,7,8,7,6,5,3,2,3,4,3,4,4,2,3,7,9,12,17,18,20,19,16,18,21,20,19,21,21,22,14,13,10,6,5,4,3,4,2,1,0,1,2,0,0
2022-03-31 11:00:00,0,0,0,2,3,3,5,7,8,9,12,15,18,22,25,28,33,31,30,31,23,29,28,26,26,24,20,17,16,14,15,14,12,10,7,5,5,7,3,6,5,6,9,6,6,9,9,8,9,10,10,8,4,3,4,5,4,3,4,5,0,3,4,12,8,11,12,18,23,18,12,11,11,9,7,10,7,7,9,8,8,7,8,8,6,7,6,7,8,9,8,9,8,7,9,11,13,15,16,14,17,13,18,18,19,18,18,19,14,11,10,6,7,6,5,3,1,0,0,0,0,0
2022-03-31 12:00:00,0,0,1,0,2,3,5,15,23,26,30,34,38,40,38,36,38,41,42,43,44,43,40,36,31,28,23,15,15,18,16,14,12,9,8,5,7,6,0,9,11,10,8,9,10,11,10,11,10,8,9,5,4,4,5,3,2,3,4,3,3,5,6,14,15,18,19,17,18,17,13,14,12,14,9,11,10,9,7,6,7,5,5,7,8,2,10,9,11,3,4,8,11,11,12,14,15,12,14,14,21,24,22,26,24,21,29,28,20,11,9,0,5,4,3,2,1,1,0,0,0,0
2022-03-31 13:00:00,0,0,0,2,3,1,5,7,7,8,13,15,24,26,25,27,27,26,24,28,27,26,21,19,19,17,16,16,13,14,10,10,10,7,7,7,10,7,6,7,6,7,10,11,11,18,18,17,14,12,14,11,7,6,5,4,2,1,4,0,3,5,5,7,11,14,14,14,18,14,11,12,13,13,13,10,8,8,9,11,12,11,12,8,11,11,8,11,12,11,5,14,7,15,23,21,22,24,31,30,31,24,32,33,31,27,23,23,20,19,15,10,10,9,7,6,2,3,2,1,0,0
2022-03-31 14:00:00,0,0,2,3,4,4,8,9,10,9,12,17,25,26,26,23,24,24,23,24,22,21,18,18,17,16,14,11,11,10,8,8,8,6,5,3,8,10,0,8,11,12,9,11,10,17,16,13,12,12,14,12,8,5,7,5,3,5,4,0,0,7,8,15,15,16,18,16,19,17,10,6,10,11,10,9,7,8,8,10,10,12,10,10,11,10,12,10,13,13,9,11,13,13,17,18,19,23,19,20,27,28,27,26,30,28,27,24,22,11,11,9,7,6,6,4,2,0,0,0,0,0
2022-03-31 15:00:00,0,0,1,4,8,12,15,15,32,37,39,37,28,27,30,24,22,22,21,22,21,42,38,33,24,18,17,11,9,6,7,7,6,5,5,5,8,8,0,7,9,10,12,12,15,20,21,19,12,15,19,10,9,4,6,3,3,6,7,0,0,1,6,7,12,15,16,18,21,17,13,14,11,9,5,8,7,5,3,10,11,13,10,10,11,12,17,13,15,17,18,21,26,30,27,35,36,36,33,34,33,36,34,33,28,37,40,36,30,25,23,22,18,12,9,3,1,1,0,0,0,0
2022-03-31 16:00:00,1,2,2,5,3,6,9,10,13,11,39,40,39,35,29,35,36,37,37,39,37,31,30,26,21,18,14,9,8,10,13,13,13,13,11,9,9,10,9,12,12,17,25,16,28,31,31,27,26,26,35,39,13,36,26,4,9,10,11,2,10,9,8,16,19,23,21,19,22,20,15,13,10,8,6,8,11,11,11,15,16,15,9,7,4,16,11,19,20,22,11,23,29,31,33,33,40,42,42,44,39,40,35,36,35,34,41,37,17,13,15,13,12,8,6,6,4,7,4,0,0,0
2022-03-31 17:00:00,0,1,2,0,5,3,7,8,11,12,14,23,31,34,34,41,43,40,37,36,34,33,29,29,24,20,16,12,11,12,12,15,11,10,11,20,22,21,7,21,19,20,24,21,20,28,30,27,26,25,13,11,9,7,8,3,5,6,7,6,0,7,8,12,11,17,21,21,25,21,17,14,10,9,10,8,8,9,9,10,14,17,12,18,17,19,18,15,23,26,26,27,28,31,33,43,41,42,41,43,43,41,40,39,36,36,37,35,27,22,21,18,15,12,7,5,3,2,3,2,0,0
2022-03-31 18:00:00,1,0,2,2,3,2,6,10,17,18,17,22,38,38,37,36,37,34,33,31,31,27,23,22,19,16,10,8,7,15,19,37,24,23,22,16,20,18,18,20,25,29,29,28,27,29,26,23,21,15,12,9,8,6,6,9,7,7,3,0,4,2,7,9,13,13,12,21,21,25,20,16,14,10,12,11,9,11,17,20,19,23,23,16,25,29,30,28,26,27,29,31,30,34,35,48,44,51,57,54,50,49,45,35,30,27,29,26,21,17,27,24,15,12,8,6,4,3,1,1,0,0
2022-03-31 19:00:00,0,0,2,0,5,2,5,3,3,7,5,15,33,33,34,33,32,26,25,23,22,18,17,21,16,16,10,6,5,5,3,7,6,7,7,6,13,14,4,5,13,11,12,14,17,22,27,19,19,19,15,11,9,5,4,2,4,4,3,0,0,5,5,5,7,9,8,8,13,12,10,7,9,6,2,5,3,5,9,11,13,14,15,12,13,15,16,16,13,16,16,26,24,24,28,30,29,40,48,47,42,29,40,34,32,30,26,24,17,15,22,21,18,14,10,4,2,0,0,2,1,0
2022-03-31 20:00:00,0,0,2,3,4,2,5,6,8,11,11,23,30,29,28,20,18,16,12,11,16,15,15,19,18,12,10,9,6,7,2,8,7,7,5,5,11,10,0,11,9,11,11,7,6,12,11,14,10,11,7,7,7,6,2,1,2,3,1,0,2,1,1,3,4,6,7,8,8,12,7,6,5,3,4,2,3,6,7,9,9,11,8,10,11,11,10,11,17,18,13,18,25,31,28,30,31,34,35,38,39,37,36,38,33,29,26,21,16,15,16,15,14,9,6,2,2,0,0,1,0,0
2022-03-31 21:00:00,1,0,1,2,3,0,3,2,0,1,5,10,15,15,16,19,18,14,15,16,14,13,9,8,6,5,5,4,4,6,5,3,4,7,6,7,11,5,0,7,6,7,12,11,6,13,16,14,11,12,9,8,9,7,6,2,3,0,0,0,0,0,1,5,4,8,9,13,15,9,8,5,7,6,4,3,2,6,6,7,9,11,12,13,11,11,12,13,14,17,0,15,23,25,25,34,34,34,33,33,30,19,18,23,22,19,19,16,11,9,14,13,12,8,5,4,2,2,1,0,0,0
2022-03-31 22:00:00,0,0,2,0,4,4,9,8,9,10,14,16,20,19,18,18,18,12,7,7,10,9,9,6,6,5,7,7,2,5,0,4,6,1,9,10,4,8,10,11,12,11,11,10,10,14,17,18,16,11,10,5,4,3,5,1,4,1,5,0,0,4,2,4,1,5,4,9,9,6,6,2,3,4,2,3,3,6,7,10,13,13,5,9,16,16,9,18,18,20,0,21,24,26,34,32,31,38,40,40,37,35,34,29,24,23,23,21,16,15,18,17,13,8,6,3,1,1,0,0,0,0
2022-03-31 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,2,0,4,5,4,10,9,8,7,6,7,6,6,8,6,6,11,10,9,8,7,5,4,3,2,2,1,3,2,2,3,0,0,2,0,3,4,3,4,5,2,4,4,5,4,4,5,4,4,7,11,14,16,15,13,16,17,13,9,20,21,17,22,25,28,27,30,29,30,31,29,28,24,22,22,20,16,14,13,11,8,9,8,7,4,3,2,0,0,0,0,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,1,4,5,6,7,9,10,15,0,8,14,16,17,23,25,26,28,0,23,32,31,29,29,28,29,30,31,32,30,26,23,19,17,12,6,4,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,0,1,2,2,1,6,4,8,9,9,10,12,11,12,11,20,25,27,22,24,28,25,27,24,23,23,20,18,17,20,20,19,16,11,8,7,7,2,5,10,11,5,9,7,8,7,6,6,5,5,4,4,3,2,1,0,2,0,0,0,0,1,0,0,0,1,2,3,2,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 06:00:00,0,0,2,2,2,5,5,8,14,17,16,14,19,23,24,25,28,28,30,31,33,33,31,28,28,30,24,22,19,19,15,19,18,17,12,8,7,3,0,3,2,3,3,4,4,3,2,4,4,6,5,2,3,2,1,0,1,1,0,1,0,1,4,4,4,7,8,10,8,10,8,6,8,7,8,6,5,5,4,9,7,5,4,3,2,2,0,0,4,2,1,3,1,2,4,5,4,9,11,12,16,16,5,11,11,14,15,12,14,7,5,0,1,2,0,0,0,0,0,0,0,0
2022-04-01 07:00:00,1,1,4,8,16,11,14,19,27,35,36,30,33,34,35,39,37,48,49,50,49,52,51,52,52,42,39,37,36,34,30,26,23,19,12,9,9,5,0,5,7,6,9,9,10,10,12,11,9,10,7,6,4,3,5,5,4,0,7,5,0,3,9,12,13,10,12,16,18,19,18,20,23,23,23,23,15,17,10,14,11,7,6,3,3,3,5,4,6,5,4,4,6,6,12,16,24,32,38,42,27,27,30,35,44,48,53,57,55,47,47,37,24,14,6,7,5,2,0,0,0,0
2022-04-01 08:00:00,0,0,2,2,5,9,17,24,32,33,35,32,37,42,45,48,55,58,60,64,64,61,59,57,53,56,54,51,51,46,39,37,34,26,17,11,8,3,6,4,7,9,12,16,15,22,18,13,14,10,9,9,8,6,14,10,2,3,4,0,0,2,4,9,9,14,13,17,22,24,24,27,31,27,29,27,24,23,12,16,15,12,9,10,6,3,6,4,5,5,5,4,6,3,12,13,19,23,27,43,38,39,42,45,53,53,55,51,47,25,21,19,16,13,5,4,3,2,0,1,0,0
2022-04-01 09:00:00,0,0,1,2,3,4,5,6,10,14,11,17,25,29,33,29,31,32,38,39,35,40,40,36,32,34,34,36,32,29,27,24,22,16,11,10,9,7,2,4,5,5,6,7,7,11,12,10,8,7,6,7,3,3,9,7,3,3,3,5,4,3,5,10,11,16,14,14,19,18,18,17,15,15,17,14,12,11,7,11,9,6,4,5,6,4,3,0,2,3,4,2,5,6,9,10,11,14,23,23,28,27,22,28,29,29,24,23,21,13,13,14,6,9,6,4,1,0,0,0,0,0
2022-04-01 10:00:00,0,0,1,2,3,4,6,8,10,9,14,23,26,20,26,20,23,26,28,30,25,29,28,28,24,23,22,20,18,17,17,16,13,9,7,8,7,5,4,3,4,3,5,6,9,9,10,7,6,10,7,8,7,4,2,1,4,5,1,2,2,0,2,8,11,16,15,16,22,18,16,13,16,17,16,18,14,8,4,6,5,5,5,2,3,3,1,3,4,0,3,4,5,5,8,13,14,12,12,13,17,18,14,19,21,21,22,23,19,13,10,9,6,5,4,1,2,0,1,1,0,0
2022-04-01 11:00:00,0,0,1,0,2,2,6,4,7,8,11,15,19,19,23,26,30,35,36,36,36,35,29,26,25,24,17,14,15,13,12,16,12,10,9,9,8,6,0,6,6,9,9,9,7,8,9,8,7,8,7,9,5,3,8,6,4,6,5,4,0,3,5,10,11,15,15,14,18,15,10,9,8,9,8,7,6,6,7,6,6,7,6,5,4,8,5,4,5,6,4,3,8,7,11,15,19,25,27,29,32,32,29,23,21,19,14,15,16,13,10,5,8,6,6,1,3,1,2,0,0,0
2022-04-01 12:00:00,0,0,3,4,4,10,11,8,9,10,12,15,17,20,20,24,24,26,27,30,25,28,26,24,24,26,23,20,14,12,11,11,9,9,7,7,6,6,0,7,6,9,6,8,4,9,8,9,8,8,14,6,6,5,5,4,4,4,5,1,2,3,3,10,12,13,14,18,20,20,13,11,13,13,9,8,10,8,7,7,0,8,8,5,8,5,10,9,12,9,8,10,13,11,14,18,15,21,23,21,25,24,23,21,22,14,20,21,20,11,13,11,10,4,3,1,0,1,1,0,0,0
2022-04-01 13:00:00,0,0,0,2,3,2,5,7,12,14,17,18,22,26,28,36,40,42,30,31,30,31,32,26,21,21,21,17,16,15,14,11,10,11,9,8,9,9,8,9,9,11,12,7,10,9,15,11,10,10,10,15,13,6,4,4,3,6,7,8,1,5,12,10,11,13,15,17,19,24,18,19,17,11,10,10,11,10,15,16,15,11,10,9,8,7,8,9,10,10,10,13,18,19,23,24,24,25,23,22,26,21,25,26,23,24,21,20,17,11,11,8,9,9,7,5,2,0,1,0,0,0
2022-04-01 14:00:00,1,0,1,3,5,4,11,8,21,24,25,26,30,30,29,28,28,28,29,32,33,34,27,23,20,21,19,18,14,13,12,12,11,10,9,9,10,9,0,10,8,12,11,10,10,14,15,14,12,11,9,7,5,2,4,1,3,5,6,1,0,7,7,17,18,21,23,25,27,19,18,16,15,15,13,10,9,11,8,9,9,10,12,14,14,17,7,16,16,16,19,20,22,20,25,24,23,26,28,29,30,23,25,21,20,21,20,18,18,14,12,11,9,6,4,3,2,2,1,0,0,0
2022-04-01 15:00:00,0,0,0,1,3,1,7,13,12,20,23,26,34,29,31,31,30,31,30,32,28,37,36,27,19,18,15,14,15,14,17,18,14,13,12,10,16,14,7,11,17,15,21,21,13,25,27,21,16,15,14,16,8,14,9,2,2,6,3,5,2,4,6,7,9,13,16,17,19,14,12,11,11,9,8,8,7,6,8,11,12,14,12,10,7,14,15,16,16,18,17,19,20,25,30,29,32,35,38,35,33,32,32,33,31,31,32,27,21,18,18,17,13,13,11,8,5,4,1,0,0,0
